"","Order.Date","date.var","Year","Month","Ship.Mode","Customer.Name","Segment","City","State","Category","Sub.Category","Sales"
"2419",2017-05-21,7,"2017","May","Standard Class","Linda Cazamias","Corporate","Sparks","Nevada","Technology","Machines",2396.4
"2420",2018-11-09,5,"2018","Nov","Standard Class","Matt Collister","Corporate","Coachella","California","Office Supplies","Storage",63.56
"2421",2018-11-09,5,"2018","Nov","Standard Class","Matt Collister","Corporate","Coachella","California","Technology","Accessories",99.99
"2422",2017-04-18,5,"2017","Apr","Standard Class","Clay Rozendal","Home Office","Elmhurst","Illinois","Office Supplies","Storage",230.376
"2423",2017-04-18,5,"2017","Apr","Standard Class","Clay Rozendal","Home Office","Elmhurst","Illinois","Office Supplies","Paper",9.664
"2424",2018-12-25,5,"2018","Dec","Standard Class","Susan Vittorini","Consumer","Fairfield","Ohio","Technology","Accessories",158.928
"2425",2018-12-25,5,"2018","Dec","Standard Class","Susan Vittorini","Consumer","Fairfield","Ohio","Office Supplies","Binders",13.023
"2426",2018-12-25,5,"2018","Dec","Standard Class","Susan Vittorini","Consumer","Fairfield","Ohio","Furniture","Tables",273.06
"2427",2018-12-25,5,"2018","Dec","Standard Class","Susan Vittorini","Consumer","Fairfield","Ohio","Office Supplies","Fasteners",39.312
"2428",2017-06-11,6,"2017","Jun","Standard Class","Mary Zewe","Corporate","Arlington","Texas","Office Supplies","Binders",1.344
"2429",2017-06-11,6,"2017","Jun","Standard Class","Mary Zewe","Corporate","Arlington","Texas","Office Supplies","Binders",8.272
"2430",2017-06-11,6,"2017","Jun","Standard Class","Mary Zewe","Corporate","Arlington","Texas","Furniture","Furnishings",12.544
"2431",2018-05-13,7,"2018","May","Standard Class","Ross Baird","Home Office","San Francisco","California","Office Supplies","Labels",58.48
"2432",2018-12-28,5,"2019","Jan","Standard Class","Harry Marie","Corporate","Seattle","Washington","Furniture","Furnishings",7.4
"2433",2015-03-25,7,"2015","Apr","Standard Class","Annie Zypern","Consumer","New York City","New York","Furniture","Chairs",366.786
"2434",2018-05-28,4,"2018","Jun","Standard Class","Jonathan Howell","Consumer","Houston","Texas","Technology","Phones",54.368
"2435",2016-11-14,3,"2016","Nov","First Class","Patrick Jones","Corporate","Springfield","Virginia","Office Supplies","Envelopes",33.96
"2436",2016-11-14,3,"2016","Nov","First Class","Patrick Jones","Corporate","Springfield","Virginia","Office Supplies","Appliances",826.11
"2437",2018-07-03,7,"2018","Jul","Standard Class","Christina Anderson","Consumer","Farmington","New Mexico","Furniture","Furnishings",545.85
"2438",2015-11-18,2,"2015","Nov","Second Class","Pierre Wener","Consumer","Louisville","Colorado","Furniture","Tables",145.98
"2439",2015-11-18,2,"2015","Nov","Second Class","Pierre Wener","Consumer","Louisville","Colorado","Office Supplies","Paper",35.808
"2440",2018-07-17,5,"2018","Jul","Standard Class","Shaun Weien","Consumer","Tampa","Florida","Furniture","Furnishings",7.904
"2441",2017-05-22,5,"2017","May","Standard Class","Art Ferguson","Consumer","Passaic","New Jersey","Technology","Phones",345
"2442",2017-05-22,5,"2017","May","Standard Class","Art Ferguson","Consumer","Passaic","New Jersey","Furniture","Tables",174.286
"2443",2017-05-22,5,"2017","May","Standard Class","Art Ferguson","Consumer","Passaic","New Jersey","Office Supplies","Appliances",662.84
"2444",2017-05-22,5,"2017","May","Standard Class","Art Ferguson","Consumer","Passaic","New Jersey","Technology","Accessories",95.1
"2445",2017-05-22,5,"2017","May","Standard Class","Art Ferguson","Consumer","Passaic","New Jersey","Office Supplies","Envelopes",26.88
"2446",2017-05-22,5,"2017","May","Standard Class","Art Ferguson","Consumer","Passaic","New Jersey","Technology","Phones",257.98
"2447",2016-09-25,6,"2016","Oct","Standard Class","Anne McFarland","Consumer","Los Angeles","California","Office Supplies","Envelopes",17.48
"2448",2017-10-31,6,"2017","Nov","Standard Class","Bill Donatelli","Consumer","Philadelphia","Pennsylvania","Furniture","Chairs",492.835
"2449",2016-09-14,3,"2016","Sep","Second Class","Christopher Martinez","Consumer","North Charleston","South Carolina","Office Supplies","Storage",269.49
"2450",2017-11-05,5,"2017","Nov","Standard Class","Christopher Schild","Home Office","San Jose","California","Office Supplies","Binders",29.12
"2451",2018-03-17,5,"2018","Mar","Second Class","Denny Blanton","Consumer","New York City","New York","Office Supplies","Labels",18.75
"2452",2018-03-17,5,"2018","Mar","Second Class","Denny Blanton","Consumer","New York City","New York","Technology","Phones",119.7
"2453",2018-03-17,5,"2018","Mar","Second Class","Denny Blanton","Consumer","New York City","New York","Office Supplies","Binders",9.144
"2454",2018-03-17,5,"2018","Mar","Second Class","Denny Blanton","Consumer","New York City","New York","Technology","Accessories",57.06
"2455",2018-03-17,5,"2018","Mar","Second Class","Denny Blanton","Consumer","New York City","New York","Technology","Accessories",71.6
"2456",2018-03-17,5,"2018","Mar","Second Class","Denny Blanton","Consumer","New York City","New York","Office Supplies","Storage",107.44
"2457",2018-03-17,5,"2018","Mar","Second Class","Denny Blanton","Consumer","New York City","New York","Office Supplies","Labels",7.31
"2458",2018-03-17,5,"2018","Mar","Second Class","Denny Blanton","Consumer","New York City","New York","Office Supplies","Art",59.1
"2459",2018-03-17,5,"2018","Mar","Second Class","Denny Blanton","Consumer","New York City","New York","Office Supplies","Storage",46.53
"2460",2018-08-15,6,"2018","Aug","Standard Class","James Galang","Consumer","Plainfield","New Jersey","Office Supplies","Appliances",97.84
"2461",2016-07-11,2,"2016","Jul","Second Class","Shahid Collister","Consumer","Seattle","Washington","Office Supplies","Paper",29.97
"2462",2016-07-11,2,"2016","Jul","Second Class","Shahid Collister","Consumer","Seattle","Washington","Office Supplies","Binders",98.352
"2463",2018-12-03,6,"2018","Dec","Standard Class","Chuck Sachs","Consumer","New York City","New York","Office Supplies","Binders",83.92
"2464",2018-12-03,6,"2018","Dec","Standard Class","Chuck Sachs","Consumer","New York City","New York","Office Supplies","Binders",14.624
"2465",2018-12-03,6,"2018","Dec","Standard Class","Chuck Sachs","Consumer","New York City","New York","Technology","Phones",136.99
"2466",2018-12-03,6,"2018","Dec","Standard Class","Chuck Sachs","Consumer","New York City","New York","Office Supplies","Labels",3.15
"2467",2018-05-04,4,"2018","May","Standard Class","Mike Kennedy","Consumer","Newport News","Virginia","Office Supplies","Paper",9.11
"2468",2018-05-04,4,"2018","May","Standard Class","Mike Kennedy","Consumer","Newport News","Virginia","Office Supplies","Storage",571.44
"2469",2018-05-04,4,"2018","May","Standard Class","Mike Kennedy","Consumer","Newport News","Virginia","Office Supplies","Paper",32.4
"2470",2018-05-04,4,"2018","May","Standard Class","Mike Kennedy","Consumer","Newport News","Virginia","Office Supplies","Storage",16.91
"2471",2017-01-22,6,"2017","Jan","Standard Class","Carlos Meador","Consumer","Fayetteville","North Carolina","Furniture","Furnishings",14.272
"2472",2017-01-22,6,"2017","Jan","Standard Class","Carlos Meador","Consumer","Fayetteville","North Carolina","Furniture","Bookcases",451.136
"2473",2017-01-22,6,"2017","Jan","Standard Class","Carlos Meador","Consumer","Fayetteville","North Carolina","Office Supplies","Appliances",64.864
"2474",2017-11-03,3,"2017","Nov","First Class","Phillip Flathmann","Consumer","Los Angeles","California","Furniture","Chairs",217.584
"2475",2017-11-03,3,"2017","Nov","First Class","Phillip Flathmann","Consumer","Los Angeles","California","Technology","Accessories",82.95
"2476",2017-11-03,3,"2017","Nov","First Class","Phillip Flathmann","Consumer","Los Angeles","California","Office Supplies","Labels",87.71
"2477",2017-11-03,3,"2017","Nov","First Class","Phillip Flathmann","Consumer","Los Angeles","California","Office Supplies","Appliances",1101.48
"2478",2018-09-04,4,"2018","Sep","Second Class","Greg Maxwell","Corporate","Los Angeles","California","Furniture","Tables",1322.352
"2479",2015-09-13,6,"2015","Sep","Standard Class","Dan Campbell","Consumer","New York City","New York","Office Supplies","Art",5.46
"2480",2018-06-19,6,"2018","Jun","Standard Class","Frank Olsen","Consumer","Dallas","Texas","Office Supplies","Supplies",11.184
"2481",2018-06-19,6,"2018","Jun","Standard Class","Frank Olsen","Consumer","Dallas","Texas","Office Supplies","Storage",153.584
"2482",2018-12-24,7,"2018","Dec","Standard Class","Alan Hwang","Consumer","Seattle","Washington","Office Supplies","Storage",1003.62
"2483",2018-08-28,6,"2018","Sep","Standard Class","Kristina Nunn","Home Office","Seattle","Washington","Technology","Phones",35.168
"2484",2018-08-28,6,"2018","Sep","Standard Class","Kristina Nunn","Home Office","Seattle","Washington","Furniture","Tables",1137.75
"2485",2018-08-28,6,"2018","Sep","Standard Class","Kristina Nunn","Home Office","Seattle","Washington","Office Supplies","Binders",99.68
"2486",2018-08-28,6,"2018","Sep","Standard Class","Kristina Nunn","Home Office","Seattle","Washington","Office Supplies","Art",5.56
"2487",2016-01-02,2,"2016","Jan","Second Class","Claudia Bergmann","Corporate","Newark","Delaware","Office Supplies","Storage",85.52
"2488",2016-01-02,2,"2016","Jan","Second Class","Claudia Bergmann","Corporate","Newark","Delaware","Office Supplies","Art",9.84
"2489",2016-01-02,2,"2016","Jan","Second Class","Claudia Bergmann","Corporate","Newark","Delaware","Office Supplies","Paper",20.04
"2490",2016-10-09,4,"2016","Oct","Second Class","Tim Brockman","Consumer","New York City","New York","Technology","Phones",631.96
"2491",2016-10-09,4,"2016","Oct","Second Class","Tim Brockman","Consumer","New York City","New York","Office Supplies","Paper",23.92
"2492",2015-12-13,2,"2015","Dec","Second Class","Katherine Ducich","Consumer","Los Angeles","California","Office Supplies","Paper",90.24
"2493",2015-11-19,4,"2015","Nov","Standard Class","John Murray","Consumer","Jamestown","New York","Technology","Phones",4548.81
"2494",2017-09-10,4,"2017","Sep","Second Class","Kean Thornton","Consumer","Houston","Texas","Furniture","Tables",300.93
"2495",2017-09-10,4,"2017","Sep","Second Class","Kean Thornton","Consumer","Houston","Texas","Technology","Phones",719.96
"2496",2015-06-16,6,"2015","Jun","Standard Class","Sonia Cooley","Consumer","Mishawaka","Indiana","Furniture","Chairs",647.84
"2497",2016-09-26,5,"2016","Oct","Standard Class","Bryan Spruell","Home Office","San Diego","California","Office Supplies","Storage",64.17
"2498",2016-09-26,5,"2016","Oct","Standard Class","Bryan Spruell","Home Office","San Diego","California","Office Supplies","Envelopes",124.46
"2499",2017-05-19,5,"2017","May","Standard Class","Bill Tyler","Corporate","San Francisco","California","Office Supplies","Binders",9.584
"2500",2018-06-22,1,"2018","Jun","First Class","Dan Campbell","Consumer","Miami","Florida","Office Supplies","Envelopes",37.608
"2501",2018-06-17,3,"2018","Jun","First Class","Luke Schmidt","Corporate","Skokie","Illinois","Office Supplies","Paper",12.224
"2502",2018-06-17,3,"2018","Jun","First Class","Luke Schmidt","Corporate","Skokie","Illinois","Office Supplies","Binders",2.304
"2503",2018-06-17,3,"2018","Jun","First Class","Luke Schmidt","Corporate","Skokie","Illinois","Office Supplies","Binders",9.36
"2504",2017-11-14,5,"2017","Nov","Standard Class","Ralph Ritter","Consumer","San Francisco","California","Office Supplies","Labels",7.38
"2505",2015-07-25,2,"2015","Jul","Second Class","Ken Lonsdale","Consumer","San Francisco","California","Office Supplies","Storage",53.72
"2506",2015-07-25,2,"2015","Jul","Second Class","Ken Lonsdale","Consumer","San Francisco","California","Office Supplies","Supplies",8187.65
"2507",2015-07-25,2,"2015","Jul","Second Class","Ken Lonsdale","Consumer","San Francisco","California","Furniture","Furnishings",77.92
"2508",2016-07-02,0,"2016","Jul","Same Day","Richard Bierner","Consumer","Houston","Texas","Office Supplies","Appliances",32.784
"2509",2018-03-02,6,"2018","Mar","Standard Class","Maribeth Yedwab","Corporate","Los Angeles","California","Technology","Phones",196.776
"2510",2018-03-02,6,"2018","Mar","Standard Class","Maribeth Yedwab","Corporate","Los Angeles","California","Technology","Accessories",479.94
"2511",2017-11-18,5,"2017","Nov","Standard Class","Arthur Wiediger","Home Office","Oklahoma City","Oklahoma","Office Supplies","Storage",1117.92
"2512",2016-04-18,1,"2016","Apr","First Class","Kelly Williams","Consumer","Monroe","Louisiana","Technology","Accessories",106.5
"2513",2018-12-02,4,"2018","Dec","Standard Class","Daniel Byrd","Home Office","Tampa","Florida","Office Supplies","Binders",45.66
"2514",2017-11-11,6,"2017","Nov","Standard Class","Brenda Bowman","Corporate","Chicago","Illinois","Technology","Accessories",95.968
"2515",2017-11-11,6,"2017","Nov","Standard Class","Brenda Bowman","Corporate","Chicago","Illinois","Furniture","Chairs",47.992
"2516",2015-09-05,5,"2015","Sep","Standard Class","Nora Preis","Consumer","Bowling Green","Ohio","Office Supplies","Storage",264.32
"2517",2015-11-15,7,"2015","Nov","Standard Class","Peter Bühler","Consumer","Houston","Texas","Office Supplies","Envelopes",604.656
"2518",2018-05-02,5,"2018","May","Standard Class","Dorothy Wardle","Corporate","Westfield","New Jersey","Furniture","Furnishings",129.93
"2519",2017-10-15,6,"2017","Oct","Standard Class","Cynthia Delaney","Home Office","Oklahoma City","Oklahoma","Office Supplies","Labels",20.16
"2520",2017-10-15,6,"2017","Oct","Standard Class","Cynthia Delaney","Home Office","Oklahoma City","Oklahoma","Office Supplies","Labels",29.46
"2521",2017-10-15,6,"2017","Oct","Standard Class","Cynthia Delaney","Home Office","Oklahoma City","Oklahoma","Office Supplies","Appliances",868.59
"2522",2017-10-15,6,"2017","Oct","Standard Class","Cynthia Delaney","Home Office","Oklahoma City","Oklahoma","Office Supplies","Paper",12.96
"2523",2017-10-15,6,"2017","Oct","Standard Class","Cynthia Delaney","Home Office","Oklahoma City","Oklahoma","Technology","Phones",5.5
"2524",2017-10-15,6,"2017","Oct","Standard Class","Cynthia Delaney","Home Office","Oklahoma City","Oklahoma","Office Supplies","Binders",121.6
"2525",2016-04-06,4,"2016","Apr","Standard Class","Thomas Thornton","Consumer","Houston","Texas","Office Supplies","Art",42.048
"2526",2016-04-06,4,"2016","Apr","Standard Class","Thomas Thornton","Consumer","Houston","Texas","Technology","Accessories",25.488
"2527",2016-04-06,4,"2016","Apr","Standard Class","Thomas Thornton","Consumer","Houston","Texas","Office Supplies","Binders",6.9
"2528",2016-04-06,4,"2016","Apr","Standard Class","Thomas Thornton","Consumer","Houston","Texas","Office Supplies","Binders",9.648
"2529",2016-04-06,4,"2016","Apr","Standard Class","Thomas Thornton","Consumer","Houston","Texas","Office Supplies","Paper",7.968
"2530",2015-10-24,5,"2015","Oct","Standard Class","Daniel Byrd","Home Office","Fort Lauderdale","Florida","Office Supplies","Paper",10.368
"2531",2015-08-17,4,"2015","Aug","Standard Class","Don Jones","Corporate","Little Rock","Arkansas","Office Supplies","Paper",114.2
"2532",2015-08-17,4,"2015","Aug","Standard Class","Don Jones","Corporate","Little Rock","Arkansas","Office Supplies","Binders",17.96
"2533",2015-08-17,4,"2015","Aug","Standard Class","Don Jones","Corporate","Little Rock","Arkansas","Office Supplies","Fasteners",12.67
"2534",2015-08-17,4,"2015","Aug","Standard Class","Don Jones","Corporate","Little Rock","Arkansas","Technology","Accessories",339.96
"2535",2018-08-15,3,"2018","Aug","Second Class","Dionis Lloyd","Corporate","Philadelphia","Pennsylvania","Office Supplies","Storage",1801.632
"2536",2016-09-06,2,"2016","Sep","First Class","Lori Olson","Corporate","La Quinta","California","Technology","Accessories",46.32
"2537",2016-01-27,2,"2016","Jan","Second Class","Seth Vernon","Consumer","Cleveland","Ohio","Furniture","Chairs",181.986
"2538",2016-01-27,2,"2016","Jan","Second Class","Seth Vernon","Consumer","Cleveland","Ohio","Technology","Phones",431.976
"2539",2016-01-27,2,"2016","Jan","Second Class","Seth Vernon","Consumer","Cleveland","Ohio","Technology","Phones",155.37
"2540",2016-07-16,0,"2016","Jul","Same Day","Eleni McCrary","Corporate","San Francisco","California","Furniture","Chairs",1348.704
"2541",2016-07-16,0,"2016","Jul","Same Day","Eleni McCrary","Corporate","San Francisco","California","Furniture","Chairs",700.152
"2542",2017-04-30,4,"2017","May","Standard Class","Ken Dana","Corporate","Scottsdale","Arizona","Furniture","Furnishings",111.888
"2543",2015-09-26,5,"2015","Oct","Second Class","Nicole Brennan","Corporate","Philadelphia","Pennsylvania","Office Supplies","Appliances",143.952
"2544",2017-09-08,6,"2017","Sep","Standard Class","Anne Pryor","Home Office","Malden","Massachusetts","Furniture","Bookcases",173.94
"2545",2017-09-08,6,"2017","Sep","Standard Class","Anne Pryor","Home Office","Malden","Massachusetts","Office Supplies","Labels",14.76
"2546",2018-04-16,4,"2018","Apr","Standard Class","Joel Eaton","Consumer","San Jose","California","Office Supplies","Storage",205.92
"2547",2018-04-16,4,"2018","Apr","Standard Class","Joel Eaton","Consumer","San Jose","California","Furniture","Bookcases",102.833
"2548",2016-08-16,6,"2016","Aug","Standard Class","John Murray","Consumer","Phoenix","Arizona","Office Supplies","Art",2.304
"2549",2016-08-16,6,"2016","Aug","Standard Class","John Murray","Consumer","Phoenix","Arizona","Technology","Phones",1879.96
"2550",2016-08-16,6,"2016","Aug","Standard Class","John Murray","Consumer","Phoenix","Arizona","Office Supplies","Paper",313.024
"2551",2016-08-16,6,"2016","Aug","Standard Class","John Murray","Consumer","Phoenix","Arizona","Office Supplies","Labels",5.04
"2552",2018-11-19,4,"2018","Nov","Standard Class","Adrian Barton","Consumer","Henderson","Kentucky","Furniture","Furnishings",821.88
"2553",2018-11-19,4,"2018","Nov","Standard Class","Adrian Barton","Consumer","Henderson","Kentucky","Office Supplies","Binders",21.96
"2554",2017-09-14,4,"2017","Sep","Standard Class","Parhena Norris","Home Office","Columbia","South Carolina","Office Supplies","Paper",25.92
"2555",2017-08-15,5,"2017","Aug","Standard Class","John Castell","Consumer","Tallahassee","Florida","Technology","Phones",705.544
"2556",2016-09-26,4,"2016","Sep","Standard Class","Philip Fox","Consumer","New York City","New York","Technology","Accessories",50
"2557",2017-10-08,6,"2017","Oct","Standard Class","Bart Watters","Corporate","Houston","Texas","Furniture","Furnishings",51.712
"2558",2016-03-24,6,"2016","Mar","Standard Class","Ben Peterman","Corporate","Coral Springs","Florida","Office Supplies","Appliances",6.992
"2559",2016-05-31,4,"2016","Jun","Standard Class","Tamara Manning","Consumer","Orem","Utah","Furniture","Bookcases",1406.86
"2560",2016-05-31,4,"2016","Jun","Standard Class","Tamara Manning","Consumer","Orem","Utah","Office Supplies","Labels",15.75
"2561",2016-05-31,4,"2016","Jun","Standard Class","Tamara Manning","Consumer","Orem","Utah","Office Supplies","Storage",323.1
"2562",2016-12-25,6,"2016","Dec","Standard Class","Maria Bertelson","Consumer","Nashville","Tennessee","Office Supplies","Labels",9.216
"2563",2016-12-25,6,"2016","Dec","Standard Class","Maria Bertelson","Consumer","Nashville","Tennessee","Office Supplies","Paper",10.368
"2564",2016-03-17,5,"2016","Mar","Second Class","Harold Ryan","Corporate","New York City","New York","Technology","Accessories",15.02
"2565",2016-03-17,5,"2016","Mar","Second Class","Harold Ryan","Corporate","New York City","New York","Office Supplies","Storage",33.82
"2566",2018-12-21,3,"2018","Dec","First Class","Brian Derr","Consumer","Bowling Green","Kentucky","Technology","Accessories",71
"2567",2018-11-01,2,"2018","Nov","Second Class","Sarah Foster","Consumer","Bellingham","Washington","Office Supplies","Binders",25.12
"2568",2018-11-01,2,"2018","Nov","Second Class","Sarah Foster","Consumer","Bellingham","Washington","Furniture","Tables",2665.62
"2569",2018-09-07,4,"2018","Sep","Standard Class","Stefania Perrino","Corporate","New York City","New York","Office Supplies","Storage",478.08
"2570",2018-12-27,0,"2018","Dec","Same Day","Dan Reichenbach","Corporate","Newark","Ohio","Technology","Phones",164.388
"2571",2018-12-27,0,"2018","Dec","Same Day","Dan Reichenbach","Corporate","Newark","Ohio","Office Supplies","Art",13.248
"2572",2018-07-16,5,"2018","Jul","Standard Class","Valerie Mitchum","Home Office","Woodstock","Illinois","Office Supplies","Art",2.912
"2573",2017-08-12,3,"2017","Aug","Second Class","Chris McAfee","Consumer","Carrollton","Texas","Technology","Accessories",1399.944
"2574",2018-07-09,5,"2018","Jul","Standard Class","Sean Miller","Home Office","Lafayette","Indiana","Furniture","Furnishings",526.45
"2575",2015-11-22,5,"2015","Nov","Standard Class","Ruben Ausman","Corporate","Columbus","Georgia","Office Supplies","Envelopes",16.23
"2576",2015-11-22,5,"2015","Nov","Standard Class","Ruben Ausman","Corporate","Columbus","Georgia","Office Supplies","Binders",319.9
"2577",2015-11-22,5,"2015","Nov","Standard Class","Ruben Ausman","Corporate","Columbus","Georgia","Office Supplies","Envelopes",11.36
"2578",2015-11-22,5,"2015","Nov","Standard Class","Ruben Ausman","Corporate","Columbus","Georgia","Office Supplies","Appliances",675.12
"2579",2015-01-26,5,"2015","Jan","Standard Class","Shirley Daniels","Home Office","Alexandria","Virginia","Furniture","Furnishings",62.82
"2580",2015-01-26,5,"2015","Jan","Standard Class","Shirley Daniels","Home Office","Alexandria","Virginia","Office Supplies","Storage",489.92
"2581",2015-01-26,5,"2015","Jan","Standard Class","Shirley Daniels","Home Office","Alexandria","Virginia","Office Supplies","Paper",19.44
"2582",2015-01-26,5,"2015","Jan","Standard Class","Shirley Daniels","Home Office","Alexandria","Virginia","Office Supplies","Paper",16.68
"2583",2015-01-26,5,"2015","Jan","Standard Class","Shirley Daniels","Home Office","Alexandria","Virginia","Technology","Phones",155.35
"2584",2015-01-26,5,"2015","Jan","Standard Class","Shirley Daniels","Home Office","Alexandria","Virginia","Furniture","Furnishings",12.42
"2585",2015-01-26,5,"2015","Jan","Standard Class","Shirley Daniels","Home Office","Alexandria","Virginia","Technology","Phones",187.98
"2586",2016-11-03,7,"2016","Nov","Standard Class","Chris Selesnick","Corporate","Haltom City","Texas","Office Supplies","Envelopes",6.608
"2587",2018-06-30,6,"2018","Jul","Standard Class","Ralph Arnett","Consumer","New York City","New York","Office Supplies","Storage",248.57
"2588",2018-06-30,6,"2018","Jul","Standard Class","Ralph Arnett","Consumer","New York City","New York","Furniture","Furnishings",22.23
"2589",2017-05-05,4,"2017","May","Standard Class","Barry Franz","Home Office","Los Angeles","California","Office Supplies","Storage",5.98
"2590",2017-05-05,4,"2017","May","Standard Class","Barry Franz","Home Office","Los Angeles","California","Technology","Phones",246.168
"2591",2017-09-08,6,"2017","Sep","Standard Class","Sanjit Engle","Consumer","Wheeling","Illinois","Furniture","Furnishings",14.136
"2592",2017-09-08,6,"2017","Sep","Standard Class","Sanjit Engle","Consumer","Wheeling","Illinois","Furniture","Tables",601.47
"2593",2018-11-24,2,"2018","Nov","Second Class","Roland Schwarz","Corporate","Summerville","South Carolina","Technology","Phones",79.1
"2594",2018-11-24,2,"2018","Nov","Second Class","Roland Schwarz","Corporate","Summerville","South Carolina","Office Supplies","Binders",327.84
"2595",2018-05-13,4,"2018","May","Standard Class","Brian Moss","Corporate","Columbus","Indiana","Office Supplies","Envelopes",180.96
"2596",2018-05-13,4,"2018","May","Standard Class","Brian Moss","Corporate","Columbus","Indiana","Office Supplies","Binders",914.97
"2597",2018-05-13,4,"2018","May","Standard Class","Brian Moss","Corporate","Columbus","Indiana","Technology","Phones",587.97
"2598",2018-05-13,4,"2018","May","Standard Class","Brian Moss","Corporate","Columbus","Indiana","Office Supplies","Storage",530.34
"2599",2018-05-13,4,"2018","May","Standard Class","Brian Moss","Corporate","Columbus","Indiana","Office Supplies","Paper",14.94
"2600",2018-04-23,6,"2018","Apr","Standard Class","Sally Knutson","Consumer","New York City","New York","Office Supplies","Appliances",121.94
"2601",2018-04-23,6,"2018","Apr","Standard Class","Sally Knutson","Consumer","New York City","New York","Office Supplies","Supplies",122.71
"2602",2017-06-04,0,"2017","Jun","Same Day","Edward Nazzal","Consumer","New York City","New York","Office Supplies","Paper",14.94
"2603",2017-06-04,0,"2017","Jun","Same Day","Edward Nazzal","Consumer","New York City","New York","Technology","Machines",1349.85
"2604",2017-06-04,0,"2017","Jun","Same Day","Edward Nazzal","Consumer","New York City","New York","Furniture","Bookcases",136.784
"2605",2017-06-04,0,"2017","Jun","Same Day","Edward Nazzal","Consumer","New York City","New York","Furniture","Furnishings",61.12
"2606",2015-12-16,5,"2015","Dec","Standard Class","Kean Nguyen","Corporate","Jacksonville","Florida","Office Supplies","Binders",1.167
"2607",2017-03-04,6,"2017","Mar","Standard Class","Michael Granlund","Home Office","San Diego","California","Office Supplies","Art",16.99
"2608",2015-11-25,5,"2015","Nov","Standard Class","Matt Collister","Corporate","Arlington","Texas","Technology","Accessories",24.672
"2609",2015-11-25,5,"2015","Nov","Standard Class","Matt Collister","Corporate","Arlington","Texas","Office Supplies","Labels",2.52
"2610",2015-11-25,5,"2015","Nov","Standard Class","Matt Collister","Corporate","Arlington","Texas","Furniture","Tables",1218.735
"2611",2015-11-25,5,"2015","Nov","Standard Class","Matt Collister","Corporate","Arlington","Texas","Office Supplies","Labels",5.904
"2612",2015-11-25,5,"2015","Nov","Standard Class","Matt Collister","Corporate","Arlington","Texas","Office Supplies","Paper",15.696
"2613",2015-11-25,5,"2015","Nov","Standard Class","Matt Collister","Corporate","Arlington","Texas","Furniture","Furnishings",6.096
"2614",2017-04-28,7,"2017","May","Standard Class","Bill Overfelt","Corporate","Los Angeles","California","Furniture","Chairs",41.568
"2615",2015-04-26,7,"2015","May","Standard Class","Aleksandra Gannaway","Corporate","Los Angeles","California","Furniture","Chairs",230.28
"2616",2015-04-26,7,"2015","May","Standard Class","Aleksandra Gannaway","Corporate","Los Angeles","California","Office Supplies","Binders",18.288
"2617",2018-04-01,4,"2018","Apr","Standard Class","Maribeth Schnelling","Consumer","San Francisco","California","Office Supplies","Labels",5.78
"2618",2018-04-01,4,"2018","Apr","Standard Class","Maribeth Schnelling","Consumer","San Francisco","California","Office Supplies","Binders",121.68
"2619",2018-12-22,4,"2018","Dec","Standard Class","Jim Mitchum","Corporate","Carlsbad","New Mexico","Office Supplies","Art",4.17
"2620",2018-12-22,4,"2018","Dec","Standard Class","Jim Mitchum","Corporate","Carlsbad","New Mexico","Technology","Phones",67.04
"2621",2018-12-22,4,"2018","Dec","Standard Class","Jim Mitchum","Corporate","Carlsbad","New Mexico","Office Supplies","Storage",37.32
"2622",2018-12-22,4,"2018","Dec","Standard Class","Jim Mitchum","Corporate","Carlsbad","New Mexico","Office Supplies","Labels",18.45
"2623",2015-12-03,3,"2015","Dec","Second Class","Matthew Clasen","Corporate","Saint Louis","Missouri","Office Supplies","Paper",25.92
"2624",2018-10-22,2,"2018","Oct","First Class","Tom Ashbrook","Home Office","New York City","New York","Technology","Copiers",11199.968
"2625",2018-10-22,2,"2018","Oct","First Class","Tom Ashbrook","Home Office","New York City","New York","Technology","Phones",2399.6
"2626",2018-10-22,2,"2018","Oct","First Class","Tom Ashbrook","Home Office","New York City","New York","Office Supplies","Envelopes",63.9
"2627",2018-10-22,2,"2018","Oct","First Class","Tom Ashbrook","Home Office","New York City","New York","Technology","Phones",52.99
"2628",2018-11-13,2,"2018","Nov","First Class","Sean Braxton","Corporate","Springfield","Ohio","Technology","Accessories",60.864
"2629",2018-11-13,2,"2018","Nov","First Class","Sean Braxton","Corporate","Springfield","Ohio","Technology","Machines",652.995
"2630",2018-11-13,2,"2018","Nov","First Class","Sean Braxton","Corporate","Springfield","Ohio","Office Supplies","Binders",11.22
"2631",2016-09-10,5,"2016","Sep","Standard Class","Aimee Bixby","Consumer","Tulsa","Oklahoma","Office Supplies","Paper",14.94
"2632",2018-05-15,5,"2018","May","Standard Class","Jason Fortune-","Consumer","Seattle","Washington","Furniture","Furnishings",39.96
"2633",2018-05-15,5,"2018","May","Standard Class","Jason Fortune-","Consumer","Seattle","Washington","Furniture","Chairs",42.624
"2634",2018-05-15,5,"2018","May","Standard Class","Jason Fortune-","Consumer","Seattle","Washington","Furniture","Chairs",220.96
"2635",2016-07-05,5,"2016","Jul","Second Class","Barbara Fisher","Corporate","Fayetteville","North Carolina","Furniture","Furnishings",4.928
