"","Order.Date","Ship.Date","date.var","Year","Month","Ship.Mode","Customer.Name","Segment","Country","City","State","Postal.Code","Region","Product.ID","Category","Sub.Category","Product.Name","Sales"
"2598",2018-05-13,2018-05-17,4,"2018","May","Standard Class","Brian Moss","Corporate","United States","Columbus","Indiana",47201,"Central","OFF-ST-10000078","Office Supplies","Storage","Tennsco 6- and 18-Compartment Lockers",530.34
"2599",2018-05-13,2018-05-17,4,"2018","May","Standard Class","Brian Moss","Corporate","United States","Columbus","Indiana",47201,"Central","OFF-PA-10001752","Office Supplies","Paper","Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)",14.94
"2600",2018-04-23,2018-04-29,6,"2018","Apr","Standard Class","Sally Knutson","Consumer","United States","New York City","New York",10024,"East","OFF-AP-10000026","Office Supplies","Appliances","Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection",121.94
"2601",2018-04-23,2018-04-29,6,"2018","Apr","Standard Class","Sally Knutson","Consumer","United States","New York City","New York",10024,"East","OFF-SU-10002573","Office Supplies","Supplies","Acme 10"" Easy Grip Assistive Scissors",122.71
"2602",2017-06-04,2017-06-04,0,"2017","Jun","Same Day","Edward Nazzal","Consumer","United States","New York City","New York",10035,"East","OFF-PA-10000349","Office Supplies","Paper","Easy-staple paper",14.94
"2603",2017-06-04,2017-06-04,0,"2017","Jun","Same Day","Edward Nazzal","Consumer","United States","New York City","New York",10035,"East","TEC-MA-10003356","Technology","Machines","Panasonic KX MC6040 Color Laser Multifunction Printer",1349.85
"2604",2017-06-04,2017-06-04,0,"2017","Jun","Same Day","Edward Nazzal","Consumer","United States","New York City","New York",10035,"East","FUR-BO-10000362","Furniture","Bookcases","Sauder Inglewood Library Bookcases",136.784
"2605",2017-06-04,2017-06-04,0,"2017","Jun","Same Day","Edward Nazzal","Consumer","United States","New York City","New York",10035,"East","FUR-FU-10003878","Furniture","Furnishings","Linden 10"" Round Wall Clock, Black",61.12
"2606",2015-12-16,2015-12-21,5,"2015","Dec","Standard Class","Kean Nguyen","Corporate","United States","Jacksonville","Florida",32216,"South","OFF-BI-10000591","Office Supplies","Binders","Avery Binder Labels",1.167
"2607",2017-03-04,2017-03-10,6,"2017","Mar","Standard Class","Michael Granlund","Home Office","United States","San Diego","California",92024,"West","OFF-AR-10003727","Office Supplies","Art","Berol Giant Pencil Sharpener",16.99
"2608",2015-11-25,2015-11-30,5,"2015","Nov","Standard Class","Matt Collister","Corporate","United States","Arlington","Texas",76017,"Central","TEC-AC-10001635","Technology","Accessories","KeyTronic KT400U2 - Keyboard - Black",24.672
"2609",2015-11-25,2015-11-30,5,"2015","Nov","Standard Class","Matt Collister","Corporate","United States","Arlington","Texas",76017,"Central","OFF-LA-10001317","Office Supplies","Labels","Avery 520",2.52
"2610",2015-11-25,2015-11-30,5,"2015","Nov","Standard Class","Matt Collister","Corporate","United States","Arlington","Texas",76017,"Central","FUR-TA-10000577","Furniture","Tables","Bretford CR4500 Series Slim Rectangular Table",1218.735
"2611",2015-11-25,2015-11-30,5,"2015","Nov","Standard Class","Matt Collister","Corporate","United States","Arlington","Texas",76017,"Central","OFF-LA-10000248","Office Supplies","Labels","Avery 52",5.904
"2612",2015-11-25,2015-11-30,5,"2015","Nov","Standard Class","Matt Collister","Corporate","United States","Arlington","Texas",76017,"Central","OFF-PA-10000955","Office Supplies","Paper","Southworth 25% Cotton Granite Paper & Envelopes",15.696
"2613",2015-11-25,2015-11-30,5,"2015","Nov","Standard Class","Matt Collister","Corporate","United States","Arlington","Texas",76017,"Central","FUR-FU-10000221","Furniture","Furnishings","Master Caster Door Stop, Brown",6.096
"2614",2017-04-28,2017-05-05,7,"2017","May","Standard Class","Bill Overfelt","Corporate","United States","Los Angeles","California",90045,"West","FUR-CH-10002304","Furniture","Chairs","Global Stack Chair without Arms, Black",41.568
"2615",2015-04-26,2015-05-03,7,"2015","May","Standard Class","Aleksandra Gannaway","Corporate","United States","Los Angeles","California",90049,"West","FUR-CH-10004886","Furniture","Chairs","Bevis Steel Folding Chairs",230.28
"2616",2015-04-26,2015-05-03,7,"2015","May","Standard Class","Aleksandra Gannaway","Corporate","United States","Los Angeles","California",90049,"West","OFF-BI-10001525","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18.288
"2617",2018-04-01,2018-04-05,4,"2018","Apr","Standard Class","Maribeth Schnelling","Consumer","United States","San Francisco","California",94110,"West","OFF-LA-10003663","Office Supplies","Labels","Avery 498",5.78
"2618",2018-04-01,2018-04-05,4,"2018","Apr","Standard Class","Maribeth Schnelling","Consumer","United States","San Francisco","California",94110,"West","OFF-BI-10001294","Office Supplies","Binders","Fellowes Binding Cases",121.68
"2619",2018-12-22,2018-12-26,4,"2018","Dec","Standard Class","Jim Mitchum","Corporate","United States","Carlsbad","New Mexico",88220,"West","OFF-AR-10000369","Office Supplies","Art","Design Ebony Sketching Pencil",4.17
"2620",2018-12-22,2018-12-26,4,"2018","Dec","Standard Class","Jim Mitchum","Corporate","United States","Carlsbad","New Mexico",88220,"West","TEC-PH-10001300","Technology","Phones","iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",67.04
"2621",2018-12-22,2018-12-26,4,"2018","Dec","Standard Class","Jim Mitchum","Corporate","United States","Carlsbad","New Mexico",88220,"West","OFF-ST-10000876","Office Supplies","Storage","Eldon Simplefile Box Office",37.32
"2622",2018-12-22,2018-12-26,4,"2018","Dec","Standard Class","Jim Mitchum","Corporate","United States","Carlsbad","New Mexico",88220,"West","OFF-LA-10001404","Office Supplies","Labels","Avery 517",18.45
"2623",2015-12-03,2015-12-06,3,"2015","Dec","Second Class","Matthew Clasen","Corporate","United States","Saint Louis","Missouri",63116,"Central","OFF-PA-10001972","Office Supplies","Paper","Xerox 214",25.92
"2624",2018-10-22,2018-10-24,2,"2018","Oct","First Class","Tom Ashbrook","Home Office","United States","New York City","New York",10024,"East","TEC-CO-10004722","Technology","Copiers","Canon imageCLASS 2200 Advanced Copier",11199.968
"2625",2018-10-22,2018-10-24,2,"2018","Oct","First Class","Tom Ashbrook","Home Office","United States","New York City","New York",10024,"East","TEC-PH-10001494","Technology","Phones","Polycom CX600 IP Phone VoIP phone",2399.6
"2626",2018-10-22,2018-10-24,2,"2018","Oct","First Class","Tom Ashbrook","Home Office","United States","New York City","New York",10024,"East","OFF-EN-10002500","Office Supplies","Envelopes","Globe Weis Peel & Seel First Class Envelopes",63.9
"2627",2018-10-22,2018-10-24,2,"2018","Oct","First Class","Tom Ashbrook","Home Office","United States","New York City","New York",10024,"East","TEC-PH-10003800","Technology","Phones","i.Sound Portable Power - 8000 mAh",52.99
"2628",2018-11-13,2018-11-15,2,"2018","Nov","First Class","Sean Braxton","Corporate","United States","Springfield","Ohio",45503,"East","TEC-AC-10002399","Technology","Accessories","SanDisk Cruzer 32 GB USB Flash Drive",60.864
"2629",2018-11-13,2018-11-15,2,"2018","Nov","First Class","Sean Braxton","Corporate","United States","Springfield","Ohio",45503,"East","TEC-MA-10002210","Technology","Machines","Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop",652.995
"2630",2018-11-13,2018-11-15,2,"2018","Nov","First Class","Sean Braxton","Corporate","United States","Springfield","Ohio",45503,"East","OFF-BI-10003196","Office Supplies","Binders","Accohide Poly Flexible Ring Binders",11.22
"2631",2016-09-10,2016-09-15,5,"2016","Sep","Standard Class","Aimee Bixby","Consumer","United States","Tulsa","Oklahoma",74133,"Central","OFF-PA-10000477","Office Supplies","Paper","Xerox 1952",14.94
"2632",2018-05-15,2018-05-20,5,"2018","May","Standard Class","Jason Fortune-","Consumer","United States","Seattle","Washington",98103,"West","FUR-FU-10000076","Furniture","Furnishings","24-Hour Round Wall Clock",39.96
"2633",2018-05-15,2018-05-20,5,"2018","May","Standard Class","Jason Fortune-","Consumer","United States","Seattle","Washington",98103,"West","FUR-CH-10002017","Furniture","Chairs","SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair",42.624
"2634",2018-05-15,2018-05-20,5,"2018","May","Standard Class","Jason Fortune-","Consumer","United States","Seattle","Washington",98103,"West","FUR-CH-10004287","Furniture","Chairs","SAFCO Arco Folding Chair",220.96
"2635",2016-07-05,2016-07-10,5,"2016","Jul","Second Class","Barbara Fisher","Corporate","United States","Fayetteville","North Carolina",28314,"South","FUR-FU-10003829","Furniture","Furnishings","Stackable Trays",4.928
"2636",2016-07-05,2016-07-10,5,"2016","Jul","Second Class","Barbara Fisher","Corporate","United States","Fayetteville","North Carolina",28314,"South","OFF-BI-10004728","Office Supplies","Binders","Wilson Jones Turn Tabs Binder Tool for Ring Binders",7.23
"2637",2016-08-15,2016-08-19,4,"2016","Aug","Standard Class","Tim Taslimi","Corporate","United States","Los Angeles","California",90045,"West","OFF-ST-10000046","Office Supplies","Storage","Fellowes Super Stor/Drawer Files",323.1
"2638",2018-06-12,2018-06-18,6,"2018","Jun","Standard Class","Sarah Bern","Consumer","United States","New York City","New York",10035,"East","OFF-PA-10000697","Office Supplies","Paper","TOPS Voice Message Log Book, Flash Format",19.04
"2639",2018-06-12,2018-06-18,6,"2018","Jun","Standard Class","Sarah Bern","Consumer","United States","New York City","New York",10035,"East","OFF-BI-10000848","Office Supplies","Binders","Angle-D Ring Binders",13.128
"2640",2018-06-12,2018-06-18,6,"2018","Jun","Standard Class","Sarah Bern","Consumer","United States","New York City","New York",10035,"East","OFF-AR-10004691","Office Supplies","Art","Boston 1730 StandUp Electric Pencil Sharpener",64.14
"2641",2018-06-12,2018-06-18,6,"2018","Jun","Standard Class","Sarah Bern","Consumer","United States","New York City","New York",10035,"East","FUR-CH-10000595","Furniture","Chairs","Safco Contoured Stacking Chairs",858.24
"2642",2016-02-20,2016-02-25,5,"2016","Feb","Standard Class","Liz MacKendrick","Consumer","United States","Hot Springs","Arkansas",71901,"South","TEC-AC-10000927","Technology","Accessories","Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand",29.99
"2643",2017-12-29,2017-12-30,1,"2017","Dec","First Class","Kelly Andreada","Consumer","United States","Aurora","Illinois",60505,"Central","OFF-PA-10001289","Office Supplies","Paper","White Computer Printout Paper by Universal",186.048
"2644",2017-04-17,2017-04-21,4,"2017","Apr","Second Class","Ben Ferrer","Home Office","United States","Raleigh","North Carolina",27604,"South","TEC-PH-10003092","Technology","Phones","Motorola L804",36.792
"2645",2017-04-17,2017-04-21,4,"2017","Apr","Second Class","Ben Ferrer","Home Office","United States","Raleigh","North Carolina",27604,"South","FUR-FU-10000206","Furniture","Furnishings","GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.624
"2646",2015-09-07,2015-09-12,5,"2015","Sep","Second Class","Tom Boeckenhauer","Consumer","United States","Tulsa","Oklahoma",74133,"Central","FUR-FU-10004270","Furniture","Furnishings","Executive Impressions 13"" Clairmont Wall Clock",57.69
"2647",2015-09-07,2015-09-12,5,"2015","Sep","Second Class","Tom Boeckenhauer","Consumer","United States","Tulsa","Oklahoma",74133,"Central","OFF-BI-10000948","Office Supplies","Binders","GBC Laser Imprintable Binding System Covers, Desert Sand",42.81
"2648",2015-09-07,2015-09-12,5,"2015","Sep","Second Class","Tom Boeckenhauer","Consumer","United States","Tulsa","Oklahoma",74133,"Central","OFF-PA-10000223","Office Supplies","Paper","Xerox 2000",12.96
"2649",2015-09-07,2015-09-12,5,"2015","Sep","Second Class","Tom Boeckenhauer","Consumer","United States","Tulsa","Oklahoma",74133,"Central","FUR-FU-10004665","Furniture","Furnishings","3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88
"2650",2015-09-07,2015-09-12,5,"2015","Sep","Second Class","Tom Boeckenhauer","Consumer","United States","Tulsa","Oklahoma",74133,"Central","TEC-PH-10000215","Technology","Phones","Plantronics Cordless Phone Headset with In-line Volume - M214C",104.85
"2651",2017-09-26,2017-10-01,5,"2017","Oct","Standard Class","Sally Hughsby","Corporate","United States","Hesperia","California",92345,"West","FUR-BO-10004467","Furniture","Bookcases","Bestar Classic Bookcase",424.9575
"2652",2018-09-17,2018-09-21,4,"2018","Sep","Second Class","Alan Schoenberger","Corporate","United States","Provo","Utah",84604,"West","OFF-BI-10000829","Office Supplies","Binders","Avery Non-Stick Binders",10.776
"2653",2018-09-17,2018-09-21,4,"2018","Sep","Second Class","Alan Schoenberger","Corporate","United States","Provo","Utah",84604,"West","OFF-BI-10003712","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.784
"2654",2018-09-17,2018-09-21,4,"2018","Sep","Second Class","Alan Schoenberger","Corporate","United States","Provo","Utah",84604,"West","OFF-PA-10000062","Office Supplies","Paper","Green Bar Computer Printout Paper",164.88
"2655",2018-09-17,2018-09-21,4,"2018","Sep","Second Class","Alan Schoenberger","Corporate","United States","Provo","Utah",84604,"West","FUR-BO-10003404","Furniture","Bookcases","Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94
"2656",2018-09-17,2018-09-21,4,"2018","Sep","Second Class","Alan Schoenberger","Corporate","United States","Provo","Utah",84604,"West","OFF-BI-10004233","Office Supplies","Binders","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584
"2657",2018-09-17,2018-09-21,4,"2018","Sep","Second Class","Alan Schoenberger","Corporate","United States","Provo","Utah",84604,"West","OFF-ST-10001272","Office Supplies","Storage","Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74
"2658",2018-09-17,2018-09-21,4,"2018","Sep","Second Class","Alan Schoenberger","Corporate","United States","Provo","Utah",84604,"West","OFF-LA-10001175","Office Supplies","Labels","Avery 514",14.4
"2659",2017-08-16,2017-08-20,4,"2017","Aug","Standard Class","Pete Kriz","Consumer","United States","San Francisco","California",94110,"West","OFF-EN-10004030","Office Supplies","Envelopes","Convenience Packs of Business Envelopes",10.86
"2660",2016-12-24,2016-12-28,4,"2016","Dec","Standard Class","Harold Ryan","Corporate","United States","Gilbert","Arizona",85234,"West","FUR-CH-10004287","Furniture","Chairs","SAFCO Arco Folding Chair",883.84
"2661",2018-11-28,2018-12-02,4,"2018","Dec","Standard Class","Deirdre Greer","Corporate","United States","New York City","New York",10035,"East","TEC-PH-10002834","Technology","Phones","Google Nexus 5",1979.89
"2662",2018-11-28,2018-12-02,4,"2018","Dec","Standard Class","Deirdre Greer","Corporate","United States","New York City","New York",10035,"East","OFF-EN-10003055","Office Supplies","Envelopes","Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96
"2663",2018-04-14,2018-04-15,1,"2018","Apr","First Class","Craig Leslie","Home Office","United States","Springfield","Missouri",65807,"Central","OFF-BI-10003460","Office Supplies","Binders","Acco 3-Hole Punch",8.76
"2664",2017-05-01,2017-05-04,3,"2017","May","First Class","Herbert Flentye","Consumer","United States","Memphis","Tennessee",38109,"South","OFF-LA-10001569","Office Supplies","Labels","Avery 499",3.984
"2665",2017-05-01,2017-05-04,3,"2017","May","First Class","Herbert Flentye","Consumer","United States","Memphis","Tennessee",38109,"South","FUR-TA-10004534","Furniture","Tables","Bevis 44 x 96 Conference Tables",370.62
"2666",2017-05-01,2017-05-04,3,"2017","May","First Class","Herbert Flentye","Consumer","United States","Memphis","Tennessee",38109,"South","OFF-BI-10002954","Office Supplies","Binders","Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders",2.742
"2667",2017-10-01,2017-10-01,0,"2017","Oct","Same Day","Hunter Glantz","Consumer","United States","Amarillo","Texas",79109,"Central","TEC-AC-10003832","Technology","Accessories","Imation 16GB Mini TravelDrive USB 2.0 Flash Drive",79.512
"2668",2017-10-01,2017-10-01,0,"2017","Oct","Same Day","Hunter Glantz","Consumer","United States","Amarillo","Texas",79109,"Central","OFF-PA-10000474","Office Supplies","Paper","Easy-staple paper",28.352
"2669",2016-08-25,2016-08-30,5,"2016","Aug","Standard Class","Nancy Lomonaco","Home Office","United States","Los Angeles","California",90045,"West","FUR-CH-10002774","Furniture","Chairs","Global Deluxe Stacking Chair, Gray",40.784
"2670",2016-08-25,2016-08-30,5,"2016","Aug","Standard Class","Nancy Lomonaco","Home Office","United States","Los Angeles","California",90045,"West","OFF-AP-10002765","Office Supplies","Appliances","Fellowes Advanced Computer Series Surge Protectors",105.96
"2671",2015-09-09,2015-09-12,3,"2015","Sep","Second Class","Rick Reed","Corporate","United States","Lowell","Massachusetts",1852,"East","OFF-PA-10001144","Office Supplies","Paper","Xerox 1913",166.44
"2672",2015-09-09,2015-09-12,3,"2015","Sep","Second Class","Rick Reed","Corporate","United States","Lowell","Massachusetts",1852,"East","FUR-CH-10003761","Furniture","Chairs","Global Italian Leather Office Chair",785.88
"2673",2015-09-09,2015-09-12,3,"2015","Sep","Second Class","Rick Reed","Corporate","United States","Lowell","Massachusetts",1852,"East","OFF-PA-10004665","Office Supplies","Paper","Advantus Motivational Note Cards",26.2
"2674",2015-09-09,2015-09-12,3,"2015","Sep","Second Class","Rick Reed","Corporate","United States","Lowell","Massachusetts",1852,"East","OFF-ST-10000078","Office Supplies","Storage","Tennsco 6- and 18-Compartment Lockers",1325.85
"2675",2018-12-03,2018-12-03,0,"2018","Dec","Same Day","Toby Carlisle","Consumer","United States","San Diego","California",92024,"West","OFF-PA-10000357","Office Supplies","Paper","Xerox 1888",166.44
"2676",2018-11-27,2018-12-02,5,"2018","Dec","Standard Class","Doug Bickford","Consumer","United States","Asheville","North Carolina",28806,"South","OFF-AR-10000422","Office Supplies","Art","Pencil and Crayon Sharpener",8.76
"2677",2018-11-27,2018-12-02,5,"2018","Dec","Standard Class","Doug Bickford","Consumer","United States","Asheville","North Carolina",28806,"South","OFF-AP-10001205","Office Supplies","Appliances","Belkin 5 Outlet SurgeMaster Power Centers",43.584
"2678",2015-06-21,2015-06-21,0,"2015","Jun","Same Day","Stewart Visinsky","Consumer","United States","Pueblo","Colorado",81001,"West","OFF-BI-10001116","Office Supplies","Binders","Wilson Jones 1"" Hanging DublLock Ring Binders",11.088
"2679",2015-06-21,2015-06-21,0,"2015","Jun","Same Day","Stewart Visinsky","Consumer","United States","Pueblo","Colorado",81001,"West","OFF-BI-10002931","Office Supplies","Binders","Avery Trapezoid Extra Heavy Duty 4"" Binders",25.164
"2680",2018-01-21,2018-01-27,6,"2018","Jan","Standard Class","Mick Hernandez","Home Office","United States","Jackson","Michigan",49201,"Central","OFF-BI-10000546","Office Supplies","Binders","Avery Durable Binders",14.4
"2681",2018-01-21,2018-01-27,6,"2018","Jan","Standard Class","Mick Hernandez","Home Office","United States","Jackson","Michigan",49201,"Central","TEC-AC-10002049","Technology","Accessories","Logitech G19 Programmable Gaming Keyboard",619.95
"2682",2018-01-21,2018-01-27,6,"2018","Jan","Standard Class","Mick Hernandez","Home Office","United States","Jackson","Michigan",49201,"Central","OFF-BI-10001196","Office Supplies","Binders","Avery Flip-Chart Easel Binder, Black",89.52
"2683",2018-01-21,2018-01-27,6,"2018","Jan","Standard Class","Mick Hernandez","Home Office","United States","Jackson","Michigan",49201,"Central","TEC-MA-10002981","Technology","Machines","I.R.I.S IRISCard Anywhere 5 Card Scanner",350.973
"2684",2018-01-21,2018-01-27,6,"2018","Jan","Standard Class","Mick Hernandez","Home Office","United States","Jackson","Michigan",49201,"Central","TEC-PH-10003601","Technology","Phones","Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99
"2685",2018-06-29,2018-07-06,7,"2018","Jul","Standard Class","Carol Triggs","Consumer","United States","Los Angeles","California",90004,"West","OFF-BI-10000632","Office Supplies","Binders","Satellite Sectional Post Binders",312.552
"2686",2017-09-06,2017-09-11,5,"2017","Sep","Standard Class","Karl Braun","Consumer","United States","Thomasville","North Carolina",27360,"South","OFF-EN-10003055","Office Supplies","Envelopes","Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952
"2687",2017-09-06,2017-09-11,5,"2017","Sep","Standard Class","Karl Braun","Consumer","United States","Thomasville","North Carolina",27360,"South","OFF-BI-10001031","Office Supplies","Binders","Pressboard Data Binders by Wilson Jones",3.204
"2688",2017-08-04,2017-08-05,1,"2017","Aug","First Class","Ralph Arnett","Consumer","United States","Peoria","Illinois",61604,"Central","OFF-BI-10002003","Office Supplies","Binders","Ibico Presentation Index for Binding Systems",3.98
"2689",2016-11-12,2016-11-14,2,"2016","Nov","First Class","Yoseph Carroll","Corporate","United States","Los Angeles","California",90032,"West","OFF-PA-10003016","Office Supplies","Paper","Adams ""While You Were Out"" Message Pads",15.7
"2690",2015-06-30,2015-07-02,2,"2015","Jul","First Class","Russell Applegate","Consumer","United States","Chicago","Illinois",60653,"Central","OFF-AR-10004582","Office Supplies","Art","BIC Brite Liner Grip Highlighters",5.248
"2691",2018-12-04,2018-12-08,4,"2018","Dec","Standard Class","Charles McCrossin","Consumer","United States","Philadelphia","Pennsylvania",19134,"East","OFF-BI-10004364","Office Supplies","Binders","Storex Dura Pro Binders",5.346
"2692",2017-08-28,2017-09-02,5,"2017","Sep","Standard Class","Chad Sievert","Consumer","United States","Englewood","Colorado",80112,"West","OFF-PA-10002246","Office Supplies","Paper","Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48
"2693",2017-08-28,2017-09-02,5,"2017","Sep","Standard Class","Chad Sievert","Consumer","United States","Englewood","Colorado",80112,"West","TEC-PH-10002890","Technology","Phones","AT&T 17929 Lendline Telephone",108.576
"2694",2017-01-22,2017-01-28,6,"2017","Jan","Standard Class","Anthony Johnson","Corporate","United States","Seattle","Washington",98115,"West","FUR-FU-10001475","Furniture","Furnishings","Contract Clock, 14"", Brown",109.9
"2695",2015-10-15,2015-10-20,5,"2015","Oct","Standard Class","Dan Lawera","Consumer","United States","Hialeah","Florida",33012,"South","FUR-FU-10004270","Furniture","Furnishings","Executive Impressions 13"" Clairmont Wall Clock",15.384
"2696",2017-02-07,2017-02-09,2,"2017","Feb","First Class","Bobby Elias","Consumer","United States","Lancaster","Ohio",43130,"East","OFF-PA-10003465","Office Supplies","Paper","Xerox 1912",30.352
"2697",2015-03-18,2015-03-23,5,"2015","Mar","Standard Class","Sean Miller","Home Office","United States","Jacksonville","Florida",32216,"South","TEC-MA-10003626","Technology","Machines","Hewlett-Packard Deskjet 6540 Color Inkjet Printer",821.3
"2698",2015-03-18,2015-03-23,5,"2015","Mar","Standard Class","Sean Miller","Home Office","United States","Jacksonville","Florida",32216,"South","TEC-MA-10002412","Technology","Machines","Cisco TelePresence System EX90 Videoconferencing Unit",22638.48
"2699",2015-03-18,2015-03-23,5,"2015","Mar","Standard Class","Sean Miller","Home Office","United States","Jacksonville","Florida",32216,"South","OFF-PA-10001804","Office Supplies","Paper","Xerox 195",21.376
"2700",2015-03-18,2015-03-23,5,"2015","Mar","Standard Class","Sean Miller","Home Office","United States","Jacksonville","Florida",32216,"South","OFF-AR-10003183","Office Supplies","Art","Avery Fluorescent Highlighter Four-Color Set",8.016
"2701",2015-03-18,2015-03-23,5,"2015","Mar","Standard Class","Sean Miller","Home Office","United States","Jacksonville","Florida",32216,"South","FUR-FU-10004270","Furniture","Furnishings","Executive Impressions 13"" Clairmont Wall Clock",30.768
"2702",2015-03-18,2015-03-23,5,"2015","Mar","Standard Class","Sean Miller","Home Office","United States","Jacksonville","Florida",32216,"South","OFF-FA-10003112","Office Supplies","Fasteners","Staples",18.936
"2703",2015-03-18,2015-03-23,5,"2015","Mar","Standard Class","Sean Miller","Home Office","United States","Jacksonville","Florida",32216,"South","FUR-FU-10001986","Furniture","Furnishings","Dana Fluorescent Magnifying Lamp, White, 36""",122.352
"2704",2015-05-24,2015-05-30,6,"2015","May","Standard Class","Resi Pölking","Consumer","United States","Baltimore","Maryland",21215,"East","OFF-PA-10002319","Office Supplies","Paper","Xerox 1944",116.28
"2705",2018-07-11,2018-07-13,2,"2018","Jul","Second Class","Joy Daniels","Consumer","United States","New York City","New York",10009,"East","TEC-AC-10002323","Technology","Accessories","SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",132.6
"2706",2018-06-16,2018-06-21,5,"2018","Jun","Standard Class","Alejandro Ballentine","Home Office","United States","Carlsbad","New Mexico",88220,"West","OFF-SU-10001165","Office Supplies","Supplies","Acme Elite Stainless Steel Scissors",16.68
"2707",2018-06-16,2018-06-21,5,"2018","Jun","Standard Class","Alejandro Ballentine","Home Office","United States","Carlsbad","New Mexico",88220,"West","OFF-PA-10001246","Office Supplies","Paper","Xerox 215",19.44
"2708",2018-06-16,2018-06-21,5,"2018","Jun","Standard Class","Alejandro Ballentine","Home Office","United States","Carlsbad","New Mexico",88220,"West","OFF-PA-10001815","Office Supplies","Paper","Xerox 1885",192.16
"2709",2016-01-30,2016-02-06,7,"2016","Feb","Standard Class","Charles Crestani","Consumer","United States","Los Angeles","California",90049,"West","FUR-FU-10001876","Furniture","Furnishings","Computer Room Manger, 14""",227.36
"2710",2016-01-30,2016-02-06,7,"2016","Feb","Standard Class","Charles Crestani","Consumer","United States","Los Angeles","California",90049,"West","TEC-MA-10000488","Technology","Machines","Bady BDG101FRU Card Printer",1919.976
"2711",2016-12-11,2016-12-15,4,"2016","Dec","Standard Class","Gary Hwang","Consumer","United States","Jacksonville","Florida",32216,"South","OFF-BI-10001098","Office Supplies","Binders","Acco D-Ring Binder w/DublLock",12.828
"2712",2018-10-09,2018-10-11,2,"2018","Oct","First Class","Cathy Prescott","Corporate","United States","Lakewood","Ohio",44107,"East","FUR-FU-10003577","Furniture","Furnishings","Nu-Dell Leatherette Frames",45.888
"2713",2018-07-29,2018-08-01,3,"2018","Aug","Second Class","Gary McGarr","Consumer","United States","Troy","New York",12180,"East","OFF-AR-10002656","Office Supplies","Art","Sanford Liquid Accent Highlighters",60.12
"2714",2015-04-25,2015-04-29,4,"2015","Apr","Standard Class","Lena Creighton","Consumer","United States","Wilmington","North Carolina",28403,"South","TEC-PH-10004531","Technology","Phones","AT&T CL2909",302.376
"2715",2016-12-01,2016-12-06,5,"2016","Dec","Standard Class","Beth Thompson","Home Office","United States","Seattle","Washington",98105,"West","OFF-AR-10003251","Office Supplies","Art","Prang Drawing Pencil Set",13.9
"2716",2015-12-04,2015-12-08,4,"2015","Dec","Standard Class","Cathy Prescott","Corporate","United States","New York City","New York",10024,"East","TEC-PH-10000673","Technology","Phones","Plantronics Voyager Pro HD - Bluetooth Headset",129.98
"2717",2018-08-26,2018-09-01,6,"2018","Sep","Standard Class","Steve Carroll","Home Office","United States","Columbus","Georgia",31907,"South","TEC-AC-10000158","Technology","Accessories","Sony 64GB Class 10 Micro SDHC R40 Memory Card",71.98
"2718",2015-09-07,2015-09-13,6,"2015","Sep","Standard Class","Dennis Kane","Consumer","United States","New York City","New York",10024,"East","TEC-PH-10002075","Technology","Phones","AT&T EL51110 DECT",377.97
"2719",2018-12-21,2018-12-27,6,"2018","Dec","Standard Class","Sanjit Engle","Consumer","United States","Costa Mesa","California",92627,"West","OFF-ST-10004340","Office Supplies","Storage","Fellowes Mobile File Cart, Black",124.36
"2720",2015-12-06,2015-12-08,2,"2015","Dec","Second Class","Luke Foster","Consumer","United States","Houston","Texas",77095,"Central","FUR-FU-10002759","Furniture","Furnishings","12-1/2 Diameter Round Wall Clock",23.976
"2721",2015-11-04,2015-11-08,4,"2015","Nov","Second Class","Odella Nelson","Corporate","United States","Cary","North Carolina",27511,"South","OFF-FA-10000585","Office Supplies","Fasteners","OIC Bulk Pack Metal Binder Clips",8.376
"2722",2015-11-04,2015-11-08,4,"2015","Nov","Second Class","Odella Nelson","Corporate","United States","Cary","North Carolina",27511,"South","OFF-AP-10004859","Office Supplies","Appliances","Acco 6 Outlet Guardian Premium Surge Suppressor",58.24
